"path","type","class","length","dim","is_list_like","preview"
"<root>$results$data$scen_17[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(8120440, 13222926, 9646345) … (97 more)"
"<root>$results$data$scen_17[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(1.05720760268613, 0.949434551810939, 1.13787069266494) … (97 more)"
"<root>$results$data$scen_17[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(842.065851617386, 846.496205781829, 854.038655516088) … (97 more)"
"<root>$results$data$scen_17[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(842.766289557786, 846.573625236987, 854.352417178286) … (97 more)"
"<root>$results$data$scen_17[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(843.417862590161, 846.765111053874, 854.954021061023) … (97 more)"
"<root>$results$data$scen_18","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_18[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_18[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_18[[1]]$Ret","double","numeric",100,NA,FALSE,"c(56773, 53385, 42681) … (97 more)"
"<root>$results$data$scen_18[[1]]$Rec","double","numeric",100,NA,FALSE,"c(36796, 46823, 36661) … (97 more)"
"<root>$results$data$scen_18[[1]]$eps","double","numeric",100,NA,FALSE,"c(-0.30476, -0.03933, -0.2358) … (97 more)"
"<root>$results$data$scen_18[[1]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_18[[1]]$Esc","double","numeric",100,NA,FALSE,"c(14635, 16276, 12983) … (97 more)"
"<root>$results$data$scen_18[[1]]$Harv","double","numeric",100,NA,FALSE,"c(42138, 37109, 29698) … (97 more)"
"<root>$results$data$scen_18[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(10562009, 15883416, 7932244) … (97 more)"
"<root>$results$data$scen_18[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(0.921973223471062, 1.05668290505214, 1.03807271034827) … (97 more)"
"<root>$results$data$scen_18[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(853.723696094467, 850.255558150882, 828.352557038889) … (97 more)"
"<root>$results$data$scen_18[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(856.695860426685, 852.693302344951, 830.725077904577) … (97 more)"
"<root>$results$data$scen_18[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(857.727936380015, 853.762779996416, 831.762037276882) … (97 more)"
"<root>$results$data$scen_18[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_18[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_18[[2]]$Ret","double","numeric",100,NA,FALSE,"c(32432, 24219, 27926) … (97 more)"
"<root>$results$data$scen_18[[2]]$Rec","double","numeric",100,NA,FALSE,"c(34717, 21893, 30823) … (97 more)"
"<root>$results$data$scen_18[[2]]$eps","double","numeric",100,NA,FALSE,"c(0.18777, -0.14496, 0.08649) … (97 more)"
"<root>$results$data$scen_18[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_18[[2]]$Esc","double","numeric",100,NA,FALSE,"c(10997, 8772, 11298) … (97 more)"
"<root>$results$data$scen_18[[2]]$Harv","double","numeric",100,NA,FALSE,"c(21435, 15447, 16628) … (97 more)"
"<root>$results$data$scen_18[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(11363897, 5222092, 7156075) … (97 more)"
"<root>$results$data$scen_18[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(1.14960697220023, 0.914602120469557, 1.00363544564173) … (97 more)"
"<root>$results$data$scen_18[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(861.95273254166, 811.991038241615, 831.880115923127) … (97 more)"
"<root>$results$data$scen_18[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(865.008544280583, 816.4748780785, 833.774429938823) … (97 more)"
"<root>$results$data$scen_18[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(866.575217910912, 819.019783679124, 835.061150992419) … (97 more)"
"<root>$results$data$scen_18[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_18[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_18[[3]]$Ret","double","numeric",100,NA,FALSE,"c(27260, 29825, 37298) … (97 more)"
"<root>$results$data$scen_18[[3]]$Rec","double","numeric",100,NA,FALSE,"c(21312, 32385, 14696) … (97 more)"
"<root>$results$data$scen_18[[3]]$eps","double","numeric",100,NA,FALSE,"c(-0.34438, 0.00672, -0.79443) … (97 more)"
"<root>$results$data$scen_18[[3]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_18[[3]]$Esc","double","numeric",100,NA,FALSE,"c(8460, 10896, 8450) … (97 more)"
"<root>$results$data$scen_18[[3]]$Harv","double","numeric",100,NA,FALSE,"c(18800, 18929, 28848) … (97 more)"
"<root>$results$data$scen_18[[3]]$RepOut","double","numeric",100,NA,FALSE,"c(5283923, 6926339, 8236053) … (97 more)"
"<root>$results$data$scen_18[[3]]$lnRS","double","numeric",100,NA,FALSE,"c(0.923921120739847, 1.08929960322772, 0.553408906543742) … (97 more)"
"<root>$results$data$scen_18[[3]]$meanSesc","double","numeric",100,NA,FALSE,"c(821.429062491271, 826.142228210698, 855.01070889628) … (97 more)"
"<root>$results$data$scen_18[[3]]$meanSret","double","numeric",100,NA,FALSE,"c(825.126441647501, 828.070350175051, 855.162530012435) … (97 more)"
"<root>$results$data$scen_18[[3]]$meanSharv","double","numeric",100,NA,FALSE,"c(826.790262267805, 829.180064321994, 855.206987024196) … (97 more)"
"<root>$results$data$scen_18[[4]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_18[[4]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_18[[4]]$Ret","double","numeric",100,NA,FALSE,"c(46769, 57239, 47001) … (97 more)"
"<root>$results$data$scen_18[[4]]$Rec","double","numeric",100,NA,FALSE,"c(54540, 22972, 34710) … (97 more)"
"<root>$results$data$scen_18[[4]]$eps","double","numeric",100,NA,FALSE,"c(0.09181, -0.76039, -0.35368) … (97 more)"
"<root>$results$data$scen_18[[4]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_18[[4]]$Esc","double","numeric",100,NA,FALSE,"c(15201, 11789, 14994) … (97 more)"
"<root>$results$data$scen_18[[4]]$Harv","double","numeric",100,NA,FALSE,"c(31568, 45450, 32007) … (97 more)"
"<root>$results$data$scen_18[[4]]$RepOut","double","numeric",100,NA,FALSE,"c(9470403, 12800814, 9012176) … (97 more)"
"<root>$results$data$scen_18[[4]]$lnRS","double","numeric",100,NA,FALSE,"c(1.27757316225556, 0.66710918969206, 0.839377708792825) … (97 more)"
"<root>$results$data$scen_18[[4]]$meanSesc","double","numeric",100,NA,FALSE,"c(833.680780216899, 868.649989088258, 854.573539976944) … (97 more)"
"<root>$results$data$scen_18[[4]]$meanSret","double","numeric",100,NA,FALSE,"c(833.410277241625, 868.902757876346, 857.912105428465) … (97 more)"
"<root>$results$data$scen_18[[4]]$meanSharv","double","numeric",100,NA,FALSE,"c(833.280046810166, 868.968322040104, 859.475630410775) … (97 more)"
"<root>$results$data$scen_18[[5]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_18[[5]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_18[[5]]$Ret","double","numeric",100,NA,FALSE,"c(31556, 32144, 31324) … (97 more)"
"<root>$results$data$scen_18[[5]]$Rec","double","numeric",100,NA,FALSE,"c(17233, 23264, 51203) … (97 more)"
"<root>$results$data$scen_18[[5]]$eps","double","numeric",100,NA,FALSE,"c(-0.67246, -0.31851, 0.45745) … (97 more)"
"<root>$results$data$scen_18[[5]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_18[[5]]$Esc","double","numeric",100,NA,FALSE,"c(9365, 11912, 13468) … (97 more)"
"<root>$results$data$scen_18[[5]]$Harv","double","numeric",100,NA,FALSE,"c(22191, 20232, 17856) … (97 more)"
"<root>$results$data$scen_18[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(9563451, 6643568, 12363636) … (97 more)"
"<root>$results$data$scen_18[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(0.609846814403388, 0.669360805969401, 1.33548162278009) … (97 more)"
"<root>$results$data$scen_18[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(853.647618321299, 850.956215586878, 863.579304263631) … (97 more)"
"<root>$results$data$scen_18[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(853.209520996013, 852.539879638591, 863.698344181976) … (97 more)"
"<root>$results$data$scen_18[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(853.024607992469, 853.472542689115, 863.788084017396) … (97 more)"
"<root>$results$data$scen_19","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_19[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_19[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_19[[1]]$Ret","double","numeric",100,NA,FALSE,"c(64837, 54094, 54298) … (97 more)"
"<root>$results$data$scen_19[[1]]$Rec","double","numeric",100,NA,FALSE,"c(62994, 27845, 40457) … (97 more)"
"<root>$results$data$scen_19[[1]]$eps","double","numeric",100,NA,FALSE,"c(0.17864, -0.63711, -0.26401) … (97 more)"
"<root>$results$data$scen_19[[1]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_19[[1]]$Esc","double","numeric",100,NA,FALSE,"c(15482, 12376, 14178) … (97 more)"
"<root>$results$data$scen_19[[1]]$Harv","double","numeric",100,NA,FALSE,"c(49355, 41718, 40120) … (97 more)"
"<root>$results$data$scen_19[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(10407710, 10156885, 10317558) … (97 more)"
"<root>$results$data$scen_19[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(1.40336142497834, 0.810894303770867, 1.04854821425175) … (97 more)"
"<root>$results$data$scen_19[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(832.957681235676, 854.010911365433, 852.617283182782) … (97 more)"
"<root>$results$data$scen_19[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(834.451736006471, 856.307828176882, 854.614940954455) … (97 more)"
"<root>$results$data$scen_19[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(834.920202086041, 856.989228111166, 855.321162474992) … (97 more)"
"<root>$results$data$scen_19[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_19[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_19[[2]]$Ret","double","numeric",100,NA,FALSE,"c(34766, 34743, 33313) … (97 more)"
"<root>$results$data$scen_19[[2]]$Rec","double","numeric",100,NA,FALSE,"c(18681, 25644, 36365) … (97 more)"
"<root>$results$data$scen_19[[2]]$eps","double","numeric",100,NA,FALSE,"c(-0.56147, -0.23375, 0.11473) … (97 more)"
"<root>$results$data$scen_19[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_19[[2]]$Esc","double","numeric",100,NA,FALSE,"c(9454, 10831, 13761) … (97 more)"
"<root>$results$data$scen_19[[2]]$Harv","double","numeric",100,NA,FALSE,"c(25312, 23912, 19552) … (97 more)"
"<root>$results$data$scen_19[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(8028129, 7474816, 11010292) … (97 more)"
"<root>$results$data$scen_19[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(0.68106903218738, 0.861897233271411, 0.971768269323359) … (97 more)"
"<root>$results$data$scen_19[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(851.990344557539, 846.783647714931, 840.07190728536) … (97 more)"
"<root>$results$data$scen_19[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(848.861413812239, 847.818620830566, 838.093818416506) … (97 more)"
"<root>$results$data$scen_19[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(847.692422538925, 848.287540268528, 836.701264089036) … (97 more)"
"<root>$results$data$scen_19[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_19[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_19[[3]]$Ret","double","numeric",100,NA,FALSE,"c(52459, 49994, 39874) … (97 more)"
"<root>$results$data$scen_19[[3]]$Rec","double","numeric",100,NA,FALSE,"c(52501, 63831, 44492) … (97 more)"
"<root>$results$data$scen_19[[3]]$eps","double","numeric",100,NA,FALSE,"c(-0.01045, 0.20405, -0.17695) … (97 more)"
"<root>$results$data$scen_19[[3]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_19[[3]]$Esc","double","numeric",100,NA,FALSE,"c(16040, 20380, 15424) … (97 more)"
"<root>$results$data$scen_19[[3]]$Harv","double","numeric",100,NA,FALSE,"c(36419, 29614, 24450) … (97 more)"
"<root>$results$data$scen_19[[3]]$RepOut","double","numeric",100,NA,FALSE,"c(12151750, 15492773, 12527895) … (97 more)"
"<root>$results$data$scen_19[[3]]$lnRS","double","numeric",100,NA,FALSE,"c(1.18574661459685, 1.14168493796511, 1.05938465986159) … (97 more)"
"<root>$results$data$scen_19[[3]]$meanSesc","double","numeric",100,NA,FALSE,"c(851.010581971455, 826.772982441424, 838.794506510447) … (97 more)"
"<root>$results$data$scen_19[[3]]$meanSret","double","numeric",100,NA,FALSE,"c(851.743516817243, 824.868996767429, 837.327463579491) … (97 more)"
"<root>$results$data$scen_19[[3]]$meanSharv","double","numeric",100,NA,FALSE,"c(852.066293917506, 823.558262421644, 836.401996496993) … (97 more)"
"<root>$results$data$scen_19[[4]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_19[[4]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_19[[4]]$Ret","double","numeric",100,NA,FALSE,"c(30893, 23694, 40292) … (97 more)"
"<root>$results$data$scen_19[[4]]$Rec","double","numeric",100,NA,FALSE,"c(39369, 26052, 31311) … (97 more)"
"<root>$results$data$scen_19[[4]]$eps","double","numeric",100,NA,FALSE,"c(0.24875, -0.15907, 0.10864) … (97 more)"
"<root>$results$data$scen_19[[4]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_19[[4]]$Esc","double","numeric",100,NA,FALSE,"c(14090, 10663, 12199) … (97 more)"
"<root>$results$data$scen_19[[4]]$Harv","double","numeric",100,NA,FALSE,"c(16803, 13031, 28093) … (97 more)"
"<root>$results$data$scen_19[[4]]$RepOut","double","numeric",100,NA,FALSE,"c(10862393, 9157772, 6511762) … (97 more)"
"<root>$results$data$scen_19[[4]]$lnRS","double","numeric",100,NA,FALSE,"c(1.02751337867167, 0.893314735648113, 0.942615492339424) … (97 more)"
"<root>$results$data$scen_19[[4]]$meanSesc","double","numeric",100,NA,FALSE,"c(829.677760869254, 840.385456814275, 823.92444564628) … (97 more)"
"<root>$results$data$scen_19[[4]]$meanSret","double","numeric",100,NA,FALSE,"c(826.355995292746, 836.101719697871, 827.730262529032) … (97 more)"
"<root>$results$data$scen_19[[4]]$meanSharv","double","numeric",100,NA,FALSE,"c(823.569468967166, 832.595827709434, 829.383469278884) … (97 more)"
"<root>$results$data$scen_19[[5]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_19[[5]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_19[[5]]$Ret","double","numeric",100,NA,FALSE,"c(22265, 37233, 31753) … (97 more)"
"<root>$results$data$scen_19[[5]]$Rec","double","numeric",100,NA,FALSE,"c(19611, 28198, 15149) … (97 more)"
"<root>$results$data$scen_19[[5]]$eps","double","numeric",100,NA,FALSE,"c(-0.39315, 0.01501, -0.61903) … (97 more)"
"<root>$results$data$scen_19[[5]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_19[[5]]$Esc","double","numeric",100,NA,FALSE,"c(9037, 10339, 8086) … (97 more)"
"<root>$results$data$scen_19[[5]]$Harv","double","numeric",100,NA,FALSE,"c(13228, 26894, 23667) … (97 more)"
"<root>$results$data$scen_19[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(7717519, 5720455, 6015769) … (97 more)"
"<root>$results$data$scen_19[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(0.774763372378883, 1.00332790083861, 0.627800351957607) … (97 more)"
"<root>$results$data$scen_19[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(839.836773235175, 825.185677005992, 827.292700877626) … (97 more)"
"<root>$results$data$scen_19[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(835.073049719003, 830.239586157845, 827.989480248772) … (97 more)"
"<root>$results$data$scen_19[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(831.819819033545, 832.183527487618, 828.227421425661) … (97 more)"
"<root>$results$data$scen_20","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_20[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_20[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_20[[1]]$Ret","double","numeric",100,NA,FALSE,"c(33310, 26610, 44322) … (97 more)"
"<root>$results$data$scen_20[[1]]$Rec","double","numeric",100,NA,FALSE,"c(45155, 30933, 32328) … (97 more)"
"<root>$results$data$scen_20[[1]]$eps","double","numeric",100,NA,FALSE,"c(0.33641, -0.05141, 0.02056) … (97 more)"
"<root>$results$data$scen_20[[1]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_20[[1]]$Esc","double","numeric",100,NA,FALSE,"c(14891, 10782, 12782) … (97 more)"
"<root>$results$data$scen_20[[1]]$Harv","double","numeric",100,NA,FALSE,"c(18419, 15828, 31540) … (97 more)"
"<root>$results$data$scen_20[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(13298897, 8004085, 7186371) … (97 more)"
"<root>$results$data$scen_20[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(1.10934401209469, 1.05394549817444, 0.927895796548083) … (97 more)"
"<root>$results$data$scen_20[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(852.819703919972, 824.318243740692, 829.024750427106) … (97 more)"
"<root>$results$data$scen_20[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(851.526578460114, 823.176144710687, 828.723420738155) … (97 more)"
"<root>$results$data$scen_20[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(850.481266945603, 822.398391865237, 828.601302916843) … (97 more)"
"<root>$results$data$scen_20[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_20[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_20[[2]]$Ret","double","numeric",100,NA,FALSE,"c(21064, 35876, 28203) … (97 more)"
"<root>$results$data$scen_20[[2]]$Rec","double","numeric",100,NA,FALSE,"c(19713, 24427, 13219) … (97 more)"
"<root>$results$data$scen_20[[2]]$eps","double","numeric",100,NA,FALSE,"c(-0.30457, -0.0807, -0.62043) … (97 more)"
"<root>$results$data$scen_20[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
