"path","type","class","length","dim","is_list_like","preview"
"<root>","list","ssi_run|list",4,NA,TRUE,NA
"<root>$meta","list","list",11,NA,TRUE,NA
"<root>$meta$timestamp","character","character",1,NA,FALSE,"""2025-09-04_14-49-12"""
"<root>$meta$niter","double","numeric",1,NA,FALSE,"5"
"<root>$meta$nscen","integer","integer",1,NA,FALSE,"60L"
"<root>$meta$seed_mode","character","character",1,NA,FALSE,"""reproducible"""
"<root>$meta$seed_strategy","character","character",1,NA,FALSE,"""per_scenario_iter"""
"<root>$meta$seed_list","integer","integer",5,NA,FALSE,"1:3 … (2 more)"
"<root>$meta$parallel","logical","logical",1,NA,FALSE,"TRUE"
"<root>$meta$workers","integer","integer",1,NA,FALSE,"4L"
"<root>$meta$plan","character","character",3,NA,FALSE,"c(""future::plan"", ""future::multisession"", ""workers"")"
"<root>$meta$params_spec","character","character",1,NA,FALSE,"""Ohlberger"""
"<root>$meta$output_dir","character","character",1,NA,FALSE,"""/Users/gordonholtgrieve/RPackages/SizeShiftsImplicationsV2/outputs"""
"<root>$parameters","list","list",12,NA,TRUE,NA
"<root>$parameters$nyi","double","numeric",1,NA,FALSE,"10"
"<root>$parameters$nyh","double","numeric",1,NA,FALSE,"50"
"<root>$parameters$ny","double","numeric",1,NA,FALSE,"110"
"<root>$parameters$goalfreq","double","numeric",1,NA,FALSE,"10"
"<root>$parameters$firstrev","integer","integer",1,NA,FALSE,"20L"
"<root>$parameters$review_years","double","numeric",9,NA,FALSE,"c(30, 40, 50) … (6 more)"
"<root>$parameters$hist_end_year","double","numeric",1,NA,FALSE,"60"
"<root>$parameters$rng_kind","character","character",1,NA,FALSE,"""[1] \""Mersenne-Twister\"" \""Inversion\""        \""Rejection\""       """
"<root>$parameters$blas_threads","integer","integer",1,NA,FALSE,"1L"
"<root>$parameters$pkg_version","character","character",1,NA,FALSE,"""0.0.0.9000"""
"<root>$parameters$timestamp","character","character",1,NA,FALSE,"""2025-09-04 14:49:12"""
"<root>$parameters$scenario_grid_hash","character","character",1,NA,FALSE,"""b0e6c4f79c91f57f5a5ae867585030b5"""
"<root>$scenarios","list","tbl_df|tbl|data.frame",11,"60x11",TRUE,NA
"<root>$scenarios$scen_num","double","numeric",60,NA,FALSE,"c(1, 2, 3) … (57 more)"
"<root>$scenarios$ageT","double","numeric",60,NA,FALSE,"c(0, 1, 1) … (57 more)"
"<root>$scenarios$sizeT","double","numeric",60,NA,FALSE,"c(0, 1, 1) … (57 more)"
"<root>$scenarios$sexT","double","numeric",60,NA,FALSE,"c(0, 0, 1) … (57 more)"
"<root>$scenarios$futureT","character","character",60,NA,FALSE,"c(""no"", ""no"", ""no"") … (57 more)"
"<root>$scenarios$trends","character","character",60,NA,FALSE,"c(""no trends"", ""age-length trends"", ""age-sex-length trends"") … (57 more)"
"<root>$scenarios$sdsel","double","numeric",60,NA,FALSE,"c(0.204, 0.204, 0.204) … (57 more)"
"<root>$scenarios$maxsel","double","numeric",60,NA,FALSE,"c(8.5, 8.5, 8.5) … (57 more)"
"<root>$scenarios$selectivity","character","character",60,NA,FALSE,"c(""8.5 inch gillnet"", ""8.5 inch gillnet"", ""8.5 inch gillnet"") … (57 more)"
"<root>$scenarios$mgmt","character","character",60,NA,FALSE,"c(""smsy_goal"", ""smsy_goal"", ""smsy_goal"") … (57 more)"
"<root>$scenarios$factorMSY","double","numeric",60,NA,FALSE,"c(1, 1, 1) … (57 more)"
"<root>$results","list","list",13,NA,TRUE,NA
"<root>$results$para","list","list",60,NA,TRUE,NA
"<root>$results$para$scen_1","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_1[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.3035112362345, alpha.high = 6.3035112362345, beta = 4.51795809520192e-05) … (1 more)"
"<root>$results$para$scen_1[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.51795809520192, alpha.high = 4.51795809520192, beta = 6.11716786162143e-05) … (1 more)"
"<root>$results$para$scen_1[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.11716786162143, alpha.high = 6.11716786162143, beta = 3.77610199494743e-05) … (1 more)"
"<root>$results$para$scen_1[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.77610199494743, alpha.high = 3.77610199494743, beta = 5.12499889403928e-05) … (1 more)"
"<root>$results$para$scen_1[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.12499889403927, alpha.high = 5.12499889403927, beta = 6.17454038428065e-05) … (1 more)"
"<root>$results$para$scen_2","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_2[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.99217838464063, alpha.high = 3.99217838464063, beta = 5.1523984310676e-05) … (1 more)"
"<root>$results$para$scen_2[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.15239843106759, alpha.high = 5.15239843106759, beta = 6.49275878002024e-05) … (1 more)"
"<root>$results$para$scen_2[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.49275878002024, alpha.high = 6.49275878002024, beta = 4.5883533310441e-05) … (1 more)"
"<root>$results$para$scen_2[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.5883533310441, alpha.high = 4.5883533310441, beta = 5.2874030940511e-05) … (1 more)"
"<root>$results$para$scen_2[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.2874030940511, alpha.high = 5.2874030940511, beta = 3.90323224772492e-05) … (1 more)"
"<root>$results$para$scen_3","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_3[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.71287950509261, alpha.high = 4.71287950509261, beta = 5.51778689995317e-05) … (1 more)"
"<root>$results$para$scen_3[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.51778689995318, alpha.high = 5.51778689995318, beta = 4.09080779439692e-05) … (1 more)"
"<root>$results$para$scen_3[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.09080779439691, alpha.high = 4.09080779439691, beta = 4.73984186062867e-05) … (1 more)"
"<root>$results$para$scen_3[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.73984186062867, alpha.high = 4.73984186062867, beta = 6.73592083344748e-05) … (1 more)"
"<root>$results$para$scen_3[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.73592083344747, alpha.high = 6.73592083344747, beta = 4.65751373955664e-05) … (1 more)"
"<root>$results$para$scen_4","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_4[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.86273292066401, alpha.high = 4.86273292066401, beta = 6.8520506307614e-05) … (1 more)"
"<root>$results$para$scen_4[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.8520506307614, alpha.high = 6.8520506307614, beta = 4.28081456258642e-05) … (1 more)"
"<root>$results$para$scen_4[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.28081456258642, alpha.high = 4.28081456258642, beta = 5.39535285224688e-05) … (1 more)"
"<root>$results$para$scen_4[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.39535285224688, alpha.high = 5.39535285224688, beta = 4.18070050791005e-05) … (1 more)"
"<root>$results$para$scen_4[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.18070050791005, alpha.high = 4.18070050791005, beta = 4.80777080237151e-05) … (1 more)"
"<root>$results$para$scen_5","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_5[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.78294183743611, alpha.high = 5.78294183743611, beta = 2.90738302866726e-05) … (1 more)"
"<root>$results$para$scen_5[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 2.90738302866726, alpha.high = 2.90738302866726, beta = 4.93095223647352e-05) … (1 more)"
"<root>$results$para$scen_5[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.93095223647351, alpha.high = 4.93095223647351, beta = 7.28473933652793e-05) … (1 more)"
"<root>$results$para$scen_5[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.28473933652792, alpha.high = 7.28473933652792, beta = 4.35901027232668e-05) … (1 more)"
"<root>$results$para$scen_5[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.35901027232668, alpha.high = 4.35901027232668, beta = 5.47756503711645e-05) … (1 more)"
"<root>$results$para$scen_6","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_6[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.03902352655392, alpha.high = 6.03902352655392, beta = 4.38790036372348e-05) … (1 more)"
"<root>$results$para$scen_6[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.38790036372348, alpha.high = 4.38790036372348, beta = 5.89207325254201e-05) … (1 more)"
"<root>$results$para$scen_6[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.892073252542, alpha.high = 5.892073252542, beta = 3.44226104947921e-05) … (1 more)"
"<root>$results$para$scen_6[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.4422610494792, alpha.high = 3.4422610494792, beta = 4.9997792318671e-05) … (1 more)"
"<root>$results$para$scen_6[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.99977923186709, alpha.high = 4.99977923186709, beta = 5.93821873234218e-05) … (1 more)"
"<root>$results$para$scen_7","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_7[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.77999587292732, alpha.high = 3.77999587292732, beta = 5.1269939258917e-05) … (1 more)"
"<root>$results$para$scen_7[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.12699392589169, alpha.high = 5.12699392589169, beta = 6.17870923574602e-05) … (1 more)"
"<root>$results$para$scen_7[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.17870923574601, alpha.high = 6.17870923574601, beta = 4.56363788741894e-05) … (1 more)"
"<root>$results$para$scen_7[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.56363788741894, alpha.high = 4.56363788741894, beta = 6.17092056682953e-05) … (1 more)"
"<root>$results$para$scen_7[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.17092056682953, alpha.high = 6.17092056682953, beta = 4.73041412171146e-05) … (1 more)"
"<root>$results$para$scen_8","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_8[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.33547160874819, alpha.high = 5.33547160874819, beta = 7.32530249817297e-05) … (1 more)"
"<root>$results$para$scen_8[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.32530249817297, alpha.high = 7.32530249817297, beta = 4.75635511209612e-05) … (1 more)"
"<root>$results$para$scen_8[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.75635511209612, alpha.high = 4.75635511209612, beta = 5.4831724882631e-05) … (1 more)"
"<root>$results$para$scen_8[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.4831724882631, alpha.high = 5.4831724882631, beta = 4.1490441118026e-05) … (1 more)"
"<root>$results$para$scen_8[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.1490441118026, alpha.high = 4.1490441118026, beta = 5.38427227645441e-05) … (1 more)"
"<root>$results$para$scen_9","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_9[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.51569088404613, alpha.high = 5.51569088404613, beta = 4.3001545994746e-05) … (1 more)"
"<root>$results$para$scen_9[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.3001545994746, alpha.high = 4.3001545994746, beta = 4.90624358581865e-05) … (1 more)"
"<root>$results$para$scen_9[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.90624358581865, alpha.high = 4.90624358581865, beta = 6.72906799276443e-05) … (1 more)"
"<root>$results$para$scen_9[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.72906799276442, alpha.high = 6.72906799276442, beta = 4.82425714035633e-05) … (1 more)"
"<root>$results$para$scen_9[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.82425714035633, alpha.high = 4.82425714035633, beta = 5.56994554382153e-05) … (1 more)"
"<root>$results$para$scen_10","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_10[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.14133719399563, alpha.high = 3.14133719399563, beta = 4.46662549576093e-05) … (1 more)"
"<root>$results$para$scen_10[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.46662549576093, alpha.high = 4.46662549576093, beta = 5.60437560775499e-05) … (1 more)"
"<root>$results$para$scen_10[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.60437560775498, alpha.high = 5.60437560775498, beta = 4.37746746922241e-05) … (1 more)"
"<root>$results$para$scen_10[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.37746746922241, alpha.high = 4.37746746922241, beta = 4.97482089084011e-05) … (1 more)"
"<root>$results$para$scen_10[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.97482089084011, alpha.high = 4.97482089084011, beta = 7.07777601956971e-05) … (1 more)"
"<root>$results$para$scen_11","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_11[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.72749778362288, alpha.high = 3.72749778362288, beta = 5.10122608928641e-05) … (1 more)"
"<root>$results$para$scen_11[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.10122608928641, alpha.high = 5.10122608928641, beta = 7.27048087491457e-05) … (1 more)"
"<root>$results$para$scen_11[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.27048087491457, alpha.high = 7.27048087491457, beta = 4.53818558589113e-05) … (1 more)"
"<root>$results$para$scen_11[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.53818558589112, alpha.high = 4.53818558589112, beta = 5.69880776883116e-05) … (1 more)"
"<root>$results$para$scen_11[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.69880776883115, alpha.high = 5.69880776883115, beta = 3.81485798679858e-05) … (1 more)"
"<root>$results$para$scen_12","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_12[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.5650340439108, alpha.high = 4.5650340439108, beta = 5.88929826715444e-05) … (1 more)"
"<root>$results$para$scen_12[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.88929826715444, alpha.high = 5.88929826715444, beta = 3.86338235282602e-05) … (1 more)"
"<root>$results$para$scen_12[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.86338235282602, alpha.high = 3.86338235282602, beta = 5.17305767690833e-05) … (1 more)"
"<root>$results$para$scen_12[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.17305767690833, alpha.high = 5.17305767690833, beta = 5.93535176715059e-05) … (1 more)"
"<root>$results$para$scen_12[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.93535176715058, alpha.high = 5.93535176715058, beta = 4.60818449295116e-05) … (1 more)"
"<root>$results$para$scen_13","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_13[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.20090862745416, alpha.high = 5.20090862745416, beta = 6.64661628891583e-05) … (1 more)"
"<root>$results$para$scen_13[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.64661628891583, alpha.high = 6.64661628891583, beta = 4.63455064135226e-05) … (1 more)"
"<root>$results$para$scen_13[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.63455064135226, alpha.high = 4.63455064135226, beta = 5.33877582197887e-05) … (1 more)"
"<root>$results$para$scen_13[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.33877582197887, alpha.high = 5.33877582197887, beta = 3.97717884085211e-05) … (1 more)"
"<root>$results$para$scen_13[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.9771788408521, alpha.high = 3.9771788408521, beta = 5.24677063611284e-05) … (1 more)"
"<root>$results$para$scen_14","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_14[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.4855294117828, alpha.high = 5.4855294117828, beta = 4.15151712684008e-05) … (1 more)"
"<root>$results$para$scen_14[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.15151712684007, alpha.high = 4.15151712684007, beta = 4.78513847121248e-05) … (1 more)"
"<root>$results$para$scen_14[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.78513847121248, alpha.high = 4.78513847121248, beta = 6.33735817293195e-05) … (1 more)"
"<root>$results$para$scen_14[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.33735817293194, alpha.high = 6.33735817293194, beta = 4.70315410687944e-05) … (1 more)"
"<root>$results$para$scen_14[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.70315410687944, alpha.high = 4.70315410687944, beta = 5.4184273352343e-05) … (1 more)"
"<root>$results$para$scen_15","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_15[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 2.51623051127581, alpha.high = 2.51623051127581, beta = 4.33334129508876e-05) … (1 more)"
"<root>$results$para$scen_15[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.33334129508876, alpha.high = 4.33334129508876, beta = 9.20233000737718e-05) … (1 more)"
"<root>$results$para$scen_15[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 9.20233000737718, alpha.high = 9.20233000737718, beta = 4.51252851845168e-05) … (1 more)"
"<root>$results$para$scen_15[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.51252851845168, alpha.high = 4.51252851845168, beta = 5.80750173278056e-05) … (1 more)"
"<root>$results$para$scen_15[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.80750173278056, alpha.high = 5.80750173278056, beta = 4.23267702242834e-05) … (1 more)"
"<root>$results$para$scen_16","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_16[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.63913586606201, alpha.high = 4.63913586606201, beta = 5.84879287221956e-05) … (1 more)"
"<root>$results$para$scen_16[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.84879287221956, alpha.high = 5.84879287221956, beta = 3.66238635017763e-05) … (1 more)"
"<root>$results$para$scen_16[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.66238635017763, alpha.high = 3.66238635017763, beta = 5.14690137474029e-05) … (1 more)"
"<root>$results$para$scen_16[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.14690137474028, alpha.high = 5.14690137474028, beta = 3.3953880834223e-05) … (1 more)"
"<root>$results$para$scen_16[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.3953880834223, alpha.high = 3.3953880834223, beta = 4.40536485094062e-05) … (1 more)"
"<root>$results$para$scen_17","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_17[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.28050446537495, alpha.high = 5.28050446537495, beta = 6.1225319730147e-05) … (1 more)"
"<root>$results$para$scen_17[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.12253197301469, alpha.high = 6.12253197301469, beta = 4.70767934016022e-05) … (1 more)"
"<root>$results$para$scen_17[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.70767934016021, alpha.high = 4.70767934016021, beta = 5.96454097757718e-05) … (1 more)"
"<root>$results$para$scen_17[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.96454097757717, alpha.high = 5.96454097757717, beta = 3.81164394607958e-05) … (1 more)"
"<root>$results$para$scen_17[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.81164394607958, alpha.high = 3.81164394607958, beta = 5.21987927634008e-05) … (1 more)"
"<root>$results$para$scen_18","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_18[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.45522944113158, alpha.high = 5.45522944113158, beta = 4.11902392166902e-05) … (1 more)"
"<root>$results$para$scen_18[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.11902392166902, alpha.high = 4.11902392166902, beta = 5.35781447593871e-05) … (1 more)"
"<root>$results$para$scen_18[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.35781447593871, alpha.high = 5.35781447593871, beta = 6.27544536252923e-05) … (1 more)"
"<root>$results$para$scen_18[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.27544536252922, alpha.high = 6.27544536252922, beta = 4.77573241406007e-05) … (1 more)"
"<root>$results$para$scen_18[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.77573241406007, alpha.high = 4.77573241406007, beta = 5.38925343962273e-05) … (1 more)"
"<root>$results$para$scen_19","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_19[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.64047734601785, alpha.high = 6.64047734601785, beta = 4.8016115600457e-05) … (1 more)"
"<root>$results$para$scen_19[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.8016115600457, alpha.high = 4.8016115600457, beta = 5.54046300006048e-05) … (1 more)"
"<root>$results$para$scen_19[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.54046300006047, alpha.high = 5.54046300006047, beta = 3.97459783004367e-05) … (1 more)"
"<root>$results$para$scen_19[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.97459783004366, alpha.high = 3.97459783004366, beta = 4.92573473919078e-05) … (1 more)"
"<root>$results$para$scen_19[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.92573473919078, alpha.high = 4.92573473919078, beta = 6.45824046222996e-05) … (1 more)"
"<root>$results$para$scen_20","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_20[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.35206556922187, alpha.high = 4.35206556922187, beta = 4.95187272496533e-05) … (1 more)"
"<root>$results$para$scen_20[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.95187272496533, alpha.high = 4.95187272496533, beta = 6.9429044858549e-05) … (1 more)"
"<root>$results$para$scen_20[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.9429044858549, alpha.high = 6.9429044858549, beta = 4.38217215518293e-05) … (1 more)"
"<root>$results$para$scen_20[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.38217215518292, alpha.high = 4.38217215518292, beta = 5.63066785216135e-05) … (1 more)"
"<root>$results$para$scen_20[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.63066785216135, alpha.high = 5.63066785216135, beta = 4.07504435961382e-05) … (1 more)"
"<root>$results$para$scen_21","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_21[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.51451554669144, alpha.high = 4.51451554669144, beta = 5.666585735436e-05) … (1 more)"
"<root>$results$para$scen_21[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.66658573543599, alpha.high = 5.66658573543599, beta = 3.15281836001528e-05) … (1 more)"
"<root>$results$para$scen_21[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.15281836001528, alpha.high = 3.15281836001528, beta = 5.0209559704397e-05) … (1 more)"
"<root>$results$para$scen_21[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.0209559704397, alpha.high = 5.0209559704397, beta = 7.45972463131299e-05) … (1 more)"
"<root>$results$para$scen_21[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.45972463131298, alpha.high = 7.45972463131298, beta = 4.26738002344973e-05) … (1 more)"
"<root>$results$para$scen_22","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_22[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.14891072013487, alpha.high = 5.14891072013487, beta = 6.07369209603079e-05) … (1 more)"
"<root>$results$para$scen_22[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.07369209603079, alpha.high = 6.07369209603079, beta = 4.58498195144442e-05) … (1 more)"
"<root>$results$para$scen_22[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.58498195144441, alpha.high = 4.58498195144441, beta = 5.92229141862215e-05) … (1 more)"
"<root>$results$para$scen_22[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.92229141862215, alpha.high = 5.92229141862215, beta = 4.58133980807092e-05) … (1 more)"
"<root>$results$para$scen_22[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.58133980807091, alpha.high = 4.58133980807091, beta = 6.04532617736136e-05) … (1 more)"
"<root>$results$para$scen_23","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_23[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.31291136917267, alpha.high = 5.31291136917267, beta = 4.8740809410826e-05) … (1 more)"
"<root>$results$para$scen_23[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.8740809410826, alpha.high = 4.8740809410826, beta = 6.31658106347308e-05) … (1 more)"
"<root>$results$para$scen_23[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.31658106347307, alpha.high = 6.31658106347307, beta = 4.08135654774117e-05) … (1 more)"
"<root>$results$para$scen_23[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.08135654774116, alpha.high = 4.08135654774116, beta = 5.40880238124346e-05) … (1 more)"
"<root>$results$para$scen_23[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.40880238124346, alpha.high = 5.40880238124346, beta = 6.70794782742911e-05) … (1 more)"
"<root>$results$para$scen_24","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_24[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.11680375950334, alpha.high = 4.11680375950334, beta = 5.56186966122251e-05) … (1 more)"
"<root>$results$para$scen_24[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.5618696612225, alpha.high = 5.5618696612225, beta = 6.81972274415021e-05) … (1 more)"
"<root>$results$para$scen_24[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.81972274415021, alpha.high = 6.81972274415021, beta = 4.77408166139872e-05) … (1 more)"
"<root>$results$para$scen_24[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.77408166139872, alpha.high = 4.77408166139872, beta = 5.59742842450942e-05) … (1 more)"
"<root>$results$para$scen_24[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.59742842450942, alpha.high = 5.59742842450942, beta = 4.17198062665152e-05) … (1 more)"
"<root>$results$para$scen_25","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_25[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.96857028005837, alpha.high = 4.96857028005837, beta = 5.77251340311292e-05) … (1 more)"
"<root>$results$para$scen_25[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.77251340311292, alpha.high = 5.77251340311292, beta = 4.20472987393242e-05) … (1 more)"
"<root>$results$para$scen_25[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.20472987393241, alpha.high = 4.20472987393241, beta = 5.09583032958208e-05) … (1 more)"
"<root>$results$para$scen_25[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.09583032958207, alpha.high = 5.09583032958207, beta = 7.22765286223963e-05) … (1 more)"
"<root>$results$para$scen_25[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.22765286223963, alpha.high = 7.22765286223963, beta = 4.84199023997127e-05) … (1 more)"
"<root>$results$para$scen_26","list","list",5,NA,TRUE,NA
